"","V1","value"
"1266","precíz",1
"1267","preferál",1
"1268","preferáló",1
"1269","preferált",1
"1270","prémium",1
"1271","presztízs",1
"1272","príma",1
"1273","privilégium",1
"1274","privilegizált",1
"1275","pró",1
"1276","probléma-mentes",1
"1277","problémamegoldó",1
"1278","problémamentes",1
"1279","produktív",1
"1280","professzionális",1
"1281","professzionálisan",1
"1282","professzionista",1
"1283","próféta",1
"1284","profik",1
"1285","profin",1
"1286","profit",1
"1287","progresszív",1
"1288","prominens",1
"1289","protezsál",1
"1290","prudens",1
"1291","rábíz",1
"1292","rábólint",1
"1293","rábólintás",1
"1294","racionális",1
"1295","racionalizál",1
"1296","ragyogó",1
"1297","ragyogóan",1
"1298","rajong",1
"1299","rajongás",1
"1300","rajongó",1
"1301","rang",1
"1302","rangos",1
"1303","rátermett",1
"1304","rátermettség",1
"1305","reális",1
"1306","reformer",1
"1307","regenerálódik",1
"1308","relaxál",1
"1309","relaxálás",1
"1310","releváns",1
"1311","remek",1
"1312","remekel",1
"1313","remeklés",1
"1314","remekmû",1
"1315","remekmûvek",1
"1316","remekül",1
"1317","remény",1
"1318","reménykedés",1
"1319","reménykedõ",1
"1320","reménység",1
"1321","reménysugár",1
"1322","reménytadó",1
"1323","reményteljes",1
"1324","rendben",1
"1325","rendes",1
"1326","rendezett",1
"1327","rendszeretõ",1
"1328","rendszerez",1
"1329","rendszersít",1
"1330","renomé",1
"1331","rentábilis",1
"1332","repes",1
"1333","reputáció",1
"1334","respekt",1
"1335","respektál",1
"1336","respektus",1
"1337","részvét",1
"1338","rettenthetetlen",1
"1339","revitalizál",1
"1340","riszpekt",1
"1341","rokonszenv",1
"1342","rokonszenves",1
"1343","románc",1
"1344","romantikus",1
"1345","romantikusan",1
"1346","romlatlan",1
"1347","rózsás",1
"1348","röhög",1
"1349","rötyög",1
"1350","rugalmas",1
"1351","rugalmasság",1
"1352","rutinos",1
"1353","sárm",1
"1354","sármos",1
"1355","segedelem",1
"1356","segély",1
"1357","segélyez",1
"1358","segít",1
"1359","segített",1
"1360","segítõkész",1
"1361","segítség",1
"1362","selymes",1
"1363","serény",1
"1364","serkent",1
"1365","serkenti",1
"1366","sértetlen",1
"1367","sérthetetlen",1
"1368","siker",1
"1369","sikerek",1
"1370","sikeres",1
"1371","sikeresen",1
"1372","sikerorientált",1
"1373","sikerül",1
"1374","sikerült",1
"1375","sikkes",1
"1376","simogat",1
"1377","simogató",1
"1378","simulékony",1
"1379","sokoldalú",1
"1380","sokoldalúság",1
"1381","somolyog",1
"1382","specialista",1
"1383","sportos",1
"1384","sportszerû",1
"1385","stabil",1
"1386","stabilitás",1
"1387","stabilizálódik",1
"1388","stílusos",1
"1389","stílusosan",1
"1390","strapabíró",1
"1391","stresszmentes",1
"1392","szabad",1
"1393","szabadság",1
"1394","szabálykövetõ",1
"1395","szabályos",1
"1396","szabályosan",1
"1397","szabályszerû",1
"1398","szakavatott",1
"1399","szakavatottan",1
"1400","szakember",1
"1401","szakértelem",1
"1402","szakértõ",1
"1403","szaki",1
"1404","szakképzett",1
"1405","szakrális",1
"1406","szakszerûen",1
"1407","szaktekintély",1
"1408","szapora",1
"1409","szárnyal",1
"1410","szavahihetõ",1
"1411","szavatartó",1
"1412","szavatosság",1
"1413","szelíd",1
"1414","szelídség",1
"1415","szellemes",1
"1416","szellemeskedik",1
"1417","szemérmes",1
"1418","szemfüles",1
"1419","szemrevaló",1
"1420","szende",1
"1421","szent",1
"1422","szentesít",1
"1423","szentség",1
"1424","szentséges",1
"1425","szenvedélyes",1
"1426","szenvedélyesen",1
"1427","szenvedéllyel",1
"1428","szenzációs",1
"1429","szenzációsan",1
"1430","szép",1
"1431","szépen",1
"1432","szépít",1
"1433","szeplõtelen",1
"1434","szeplõtlen",1
"1435","szépség",1
"1436","szépségem",1
"1437","szépséges",1
"1438","szerelem",1
"1439","szerelmem",1
"1440","szerencse",1
"1441","szerencsére",1
"1442","szerencsés",1
"1443","szerény",1
"1444","szerénység",1
"1445","szeret",1
"1446","szeretet",1
"1447","szeretetreméltó",1
"1448","szeretett",1
"1449","szeretetteljes",1
"1450","szeretget",1
"1451","szerethetõ",1
"1452","szereti",1
"1453","szeretnivaló",1
"1454","szeretõ",1
"1455","szexepil",1
"1456","szexi",1
"1457","szieszta",1
"1458","szimpátia",1
"1459","szimpatikus",1
"1460","szimpi",1
"1461","színpompás",1
"1462","színvonalas",1
"1463","sziporkázó",1
"1464","szisztematizál",1
"1465","szívdöglesztõ",1
"1466","szivecském",1
"1467","szívélyes",1
"1468","szívélyesen",1
"1469","szívélyesség",1
"1470","szívem",1
"1471","szíves",1
"1472","szívesebben",1
"1473","szívesen",1
"1474","szívesség",1
"1475","szívlel",1
"1476","szívmelengetõ",1
"1477","szofisztikált",1
"1478","szófogadó",1
"1479","szolgálatkész",1
"1480","szolidál",1
"1481","szolidáris",1
"1482","szolidaritás",1
"1483","szórakozik",1
"1484","szórakoztat",1
"1485","szórakoztatja",1
"1486","szórakoztató",1
"1487","szorgalmas",1
"1488","szorgalmasan",1
"1489","szorgalom",1
"1490","szorgos",1
"1491","szubvenció",1
"1492","szubvenciók",1
"1493","szubvencionál",1
"1494","szupcsi",1
"1495","szuper",1
"1496","szuperbiztos",1
"1497","szupi",1
"1498","szurkolás",1
"1499","szuverén",1
"1500","szûz",1
"1501","szûzies",1
"1502","tájékozott",1
"1503","takarékos",1
"1504","takarékoskodik",1
"1505","takarékosság",1
"1506","takaros",1
"1507","találékony",1
"1508","találékonyság",1
"1509","talentum",1
"1510","tálentum",1
"1511","talpraesett",1
"1512","talpraesetten",1
"1513","talpraesettség",1
"1514","támadhatatlan",1
"1515","támogat",1
"1516","támogatás",1
"1517","támogatást",1
"1518","támogatja",1
"1519","támogató",1
"1520","támogatott",1
"1521","tanácsos",1
"1522","tanít",1
"1523","tanító",1
"1524","tántoríthatatlan",1
"1525","tántoríthatatlanság",1
"1526","tanulékony",1
"1527","tanulságos",1
"1528","tanult",1
"1529","tanúsít",1
"1530","tapintat",1
"1531","tapintatos",1
"1532","tápláló",1
"1533","tartalmas",1
"1534","teccik",1
"1535","tehermentes",1
"1536","tehermentesít",1
"1537","tehetõs",1
"1538","tehetség",1
"1539","tehetségek",1
"1540","tehetséges",1
"1541","tekintély",1
"1542","tekintélyes",1
"1543","teljesít",1
"1544","teljesítés",1
"1545","teljesíthetõ",1
"1546","teljesítmény",1
"1547","teljesül",1
"1548","teljesült",1
"1549","terheletlen",1
"1550","térítésmentes",1
"1551","termékeny",1
"1552","termelékeny",1
"1553","testhezálló",1
"1554","testreszabott",1
"1555","testvériesség",1
"1556","tetszésnyilvánítás",1
"1557","tetszetõs",1
"1558","tetszett",1
"1559","tetszik",1
"1560","tetterõ",1
"1561","tetterõs",1
"1562","tévedhetetlenség",1
"1563","tévedhetetlenül",1
"1564","tevékeny",1
"1565","tipp-topp",1
"1566","tiszta",1
"1567","tisztaság",1
"1568","tisztáz",1
"1569","tisztel",1
"1570","tisztelet",1
"1571","tiszteletadás",1
"1572","tiszteletreméltó",1
"1573","tisztelettel",1
"1574","tiszteletteljes",1
"1575","tisztelettudó",1
"1576","tisztelik",1
"1577","tisztelt",1
"1578","tisztesség",1
"1579","tisztességes",1
"1580","tisztességtudó",1
"1581","titáni",1
"1582","tolerábilis",1
"1583","tolerancia",1
"1584","toleráns",1
"1585","top",1
"1586","toplistás",1
"1587","tökéletes",1
"1588","tökéletesen",1
"1589","tökéletesít",1
"1590","tökéletesített",1
"1591","tökéletesség",1
"1592","tökély",1
"1593","tökös",1
"1594","törekszik",1
"1595","törekvés",1
"1596","törekvõ",1
"1597","töretlen",1
"1598","törõdés",1
"1599","törvényes",1
"1600","törvénytisztelõ",1
"1601","tréfa",1
"1602","tréfál",1
"1603","tréfálkozik",1
"1604","tréfálkozó",1
"1605","tréfás",1
"1606","trendi",1
"1607","trófea",1
"1608","tromf",1
"1609","trükkös",1
"1610","tubicám",1
"1611","tudós",1
"1612","túlélés",1
"1613","túlélõ",1
"1614","túlragyog",1
"1615","túlszárnyal",1
"1616","túlszárnyalta",1
"1617","túlteljesít",1
"1618","túlteljesítette",1
"1619","túltesz",1
"1620","tuti",1
"1621","tutifix",1
"1622","tutkeráj",1
"1623","tündéri",1
"1624","tündérkém",1
"1625","tündérmese",1
"1626","tündibündi",1
"1627","tündöklés",1
"1628","tündöklõ",1
"1629","tüneményes",1
"1630","türelem",1
"1631","türelmes",1
"1632","türelmesen",1
"1633","türelmesség",1
"1634","udvarias",1
"1635","udvariasan",1
"1636","udvariasság",1
"1637","újdonság",1
"1638","újítás",1
"1639","újító",1
"1640","újjáéleszteni",1
"1641","újjászületés",1
"1642","újjáteremt",1
"1643","ujjong",1
"1644","ujjongás",1
"1645","ujjongó",1
"1646","ujjongva",1
"1647","újraéleszteni",1
"1648","unikális",1
"1649","útmutatás",1
"1650","úttörõ",1
"1651","überel",1
"1652","ûberkirály",1
"1653","üde",1
"1654","üdít",1
"1655","üdvös",1
"1656","üdvrivalgás",1
"1657","ügyel",1
"1658","ügyes",1
"1659","ügyesen",1
"1660","ügyesség",1
"1661","ünnep",1
"1662","ünnepel",1
"1663","ünnepelt",1
"1664","ünnepély",1
"1665","ünnepélyes",1
"1666","ünnepi",1
"1667","ünnepies",1
"1668","ünneplés",1
"1669","ütõképes",1
"1670","vagány",1
"1671","vagyonos",1
"1672","vajszívû",1
"1673","választékos",1
"1674","választékosság",1
"1675","valhalla",1
"1676","vállveregetés",1
"1677","valódi",1
"1678","varázs",1
"1679","varázslat",1
"1680","varázslatos",1
"1681","varázsszer",1
"1682","vastaps",1
"1683","vátesz",1
"1684","véd",1
"1685","védelem",1
"1686","védelmez",1
"1687","védelmezõ",1
"1688","védõ",1
"1689","védõbástya",1
"1690","véghezvihetõ",1
"1691","véglelges",1
"1692","végrehajtható",1
"1693","vendégszeretet",1
"1694","vendégszeretõ",1
"1695","verhetetlen",1
"1696","verhetetlenség",1
"1697","versenyképes",1
"1698","verzátus",1
"1699","veszélytelen",1
"1700","vétlen",1
"1701","viccelõdik",1
"1702","viccelõdõ",1
"1703","vicces",1
"1704","vidám",1
"1705","vidáman",1
"1706","vidámság",1
"1707","vidít",1
"1708","víg",1
"1709","vigadalom",1
"1710","vigadozás",1
"1711","vigalom",1
"1712","vígan",1
"1713","vigasság",1
"1714","vigasz",1
"1715","vigasztalás",1
"1716","vigasztaló",1
"1717","vígkedélyû",1
"1718","vigyorgós",1
"1719","vigyori",1
"1720","vigyorog",1
"1721","vihog",1
"1722","világhírû",1
"1723","virágkor",1
"1724","virgonc",1
"1725","virtuóz",1
"1726","virul",1
"1727","visszafogott",1
"1728","vitalitás",1
"1729","vitéz",1
"1730","vitézül",1
"1731","vitézség",1
"1732","vivát",1
"1733","vívmány",1
"1734","vonzalom",1
"1735","vonzó",1
"1736","vonzóan",1
"1737","wow",1
"1738","zabálnivaló",1
"1739","zajmentes",1
"1740","zajtalan",1
"1741","zamatos",1
"1742","zökkenõmentes",1
"1743","zörejmentes",1
"1744","zseni",1
"1745","zseniális",1
"1746","zseniálisan",1
"1747","zsírkaraj",1
"1748","zsírkirály",1
"1749","abajgat",-1
"1750","abajgós",-1
"1751","abajog",-1
"1752","aberrált",-1
"1753","abnormális",-1
"1754","abszurd",-1
"1755","abszurditás",-1
"1756","abszurdum",-1
"1757","ácsingózik",-1
"1758","ádáz",-1
"1759","ádázul",-1
"1760","addikt",-1
"1761","addiktív",-1
"1762","adócsaló",-1
"1763","adós",-1
"1764","adósság",-1
"1765","áfacsaló",-1
"1766","affér",-1
"1767","áfium",-1
"1768","aggály",-1
"1769","aggályos",-1
"1770","aggályoskodik",-1
"1771","aggályoskodó",-1
"1772","aggaszt",-1
"1773","aggasztó",-1
"1774","aggodalmasan",-1
"1775","aggodalmaskodik",-1
"1776","aggodalmaskodó",-1
"1777","aggodalom",-1
"1778","aggódás",-1
"1779","aggódik",-1
"1780","aggódó",-1
"1781","aggódva",-1
"1782","aggszûz",-1
"1783","agonizál",-1
"1784","agresszió",-1
"1785","agresszív",-1
"1786","agresszivitás",-1
"1787","agresszor",-1
"1788","ágrólszakadt",-1
"1789","agyalágyult",-1
"1790","agyatlan",-1
"1791","agyatlanság",-1
"1792","agybajos",-1
"1793","agyérgörcs",-1
"1794","agyhalott",-1
"1795","agyhúgykõ",-1
"1796","agymenés",-1
"1797","agymosás",-1
"1798","agyonabajgat",-1
"1799","agyonadminisztrált",-1
"1800","agyonadósodott",-1
"1801","agyonadóztat",-1
"1802","agyonadóztatás",-1
"1803","agyonadóztató",-1
"1804","agyonaggat",-1
"1805","agyonaggatott",-1
"1806","agyonaggódás",-1
"1807","agyonaggódik",-1
"1808","agyonagitált",-1
"1809","agyonágyúz",-1
"1810","agyonajnároz",-1
"1811","agyonajnározás",-1
"1812","agyonajnározó",-1
"1813","agyonajnározottelátkoz",-1
"1814","agyonaláz",-1
"1815","agyonalázott",-1
"1816","agyonalázva",-1
"1817","agyonanizálás",-1
"1818","agyonapróz",-1
"1819","agyonaromásított",-1
"1820","agyonaszalódik",-1
"1821","agyonázik",-1
"1822","agyonázott",-1
"1823","agyonázottan",-1
"1824","agyonáztat",-1
"1825","agyonáztatott",-1
"1826","agyonázva",-1
"1827","agyonbálványoz",-1
"1828","agyonbarnított",-1
"1829","agyonbasz",-1
"1830","agyonbaszogat",-1
"1831","agyonbaszott",-1
"1832","agyonbeszél",-1
"1833","agyonbeszélés",-1
"1834","agyonbeszélõ",-1
"1835","agyonbeszélt",-1
"1836","agyonbeszéltség",-1
"1837","agyonbeszélve",-1
"1838","agyonbírál",-1
"1839","agyonbíráló",-1
"1840","agyonbírált",-1
"1841","agyonbirizgál",-1
"1842","agyonbonyolít",-1
"1843","agyonbonyolítás",-1
"1844","agyonbonyolítva",-1
"1845","agyonbonyolódik",-1
"1846","agyonbosszant",-1
"1847","agyonbútorozott",-1
"1848","agyonbútorozva",-1
"1849","agyonbüntet",-1
"1850","agyonbürokratizáljuk",-1
"1851","agyonbürokratizált",-1
"1852","agyoncentralizált",-1
"1853","agyoncenzúráz",-1
"1854","agyoncenzurázott",-1
"1855","agyoncenzúrázva",-1
"1856","agyoncicomáz",-1
"1857","agyoncicomázott",-1
"1858","agyoncicomázva",-1
"1859","agyoncifrázott",-1
"1860","agyoncigarettázott",-1
"1861","agyoncikiz",-1
"1862","agyoncímkéz",-1
"1863","agyoncirádázott",-1
"1864","agyoncirkalmaz",-1
"1865","agyoncizellált",-1
"1866","agyoncomputerizált",-1
"1867","agyoncukrozik",-1
"1868","agyoncukrozott",-1
"1869","agyoncukrozva",-1
"1870","agyoncsal",-1
"1871","agyoncsalt",-1
"1872","agyoncsapandó",-1
"1873","agyoncsépel",-1
"1874","agyoncsépelõ",-1
"1875","agyoncsépelt",-1
"1876","agyoncserzett",-1
"1877","agyoncsesztetett",-1
"1878","agyoncsicsáz",-1
"1879","agyoncsicsázás",-1
"1880","agyoncsicsázott",-1
"1881","agyoncsicsázva",-1
"1882","agyoncsigáz",-1
"1883","agyoncsigázott",-1
"1884","agyoncsigázva",-1
"1885","agyoncsipkézés",-1
"1886","agyoncsócsált",-1
"1887","agyondarabol",-1
"1888","agyondarált",-1
"1889","agyondekorál",-1
"1890","agyondekorált",-1
"1891","agyondesignolt",-1
"1892","agyondigitalizált",-1
"1893","agyondigitalizálva",-1
"1894","agyondisputál",-1
"1895","agyondíszít",-1
"1896","agyondíszített",-1
"1897","agyondíszítettség",-1
"1898","agyondíszítve",-1
"1899","agyondizájnol",-1
"1900","agyondizájnolt",-1
"1901","agyondob",-1
"1902","agyondohányzott",-1
"1903","agyondolgoztat",-1
"1904","agyondolgoztatás",-1
"1905","agyondolgoztató",-1
"1906","agyondolgoztatott",-1
"1907","agyondolgozva",-1
"1908","agyondomborított",-1
"1909","agyondoppingol",-1
"1910","agyondöf",-1
"1911","agyondramatizálás",-1
"1912","agyondresszírozott",-1
"1913","agyondrogozott",-1
"1914","agyondrótozott",-1
"1915","agyondrótozva",-1
"1916","agyondugott",-1
"1917","agyondúsított",-1
"1918","agyonédesítési",-1
"1919","agyonédesített",-1
"1920","agyonedzés",-1
"1921","agyonedzett",-1
"1922","agyoneffektelni",-1
"1923","agyoneffektelt",-1
"1924","agyoneffektelve",-1
"1925","agyoneffektezés",-1
"1926","agyoneffektezet",-1
"1927","agyoneffektezett",-1
"1928","agyoneffektezik",-1
"1929","agyoneffektezni",-1
"1930","agyoneffektezve",-1
"1931","agyonegyszerûsít",-1
"1932","agyonegyszerüsitett",-1
"1933","agyonéheztet",-1
"1934","agyonéheztetve",-1
"1935","agyonékesítve",-1
"1936","agyonelektronizál",-1
"1937","agyonellenõriz",-1
"1938","agyonemancipált",-1
"1939","agyonénekeltetés",-1
"1940","agyonéneklés",-1
"1941","agyonépít",-1
"1942","agyonépítés",-1
"1943","agyonépített",-1
"1944","agyonerõltet",-1
"1945","agyonértékel",-1
"1946","agyonértékelés",-1
"1947","agyonérzelmesedett",-1
"1948","agyonetet",-1
"1949","agyonetetés",-1
"1950","agyonette",-1
"1951","agyonextráz",-1
"1952","agyonextrázva",-1
"1953","agyonfaggat",-1
"1954","agyonfakított",-1
"1955","agyonfakul",-1
"1956","agyonfalaz",-1
"1957","agyonfanatizált",-1
"1958","agyonfaragott",-1
"1959","agyonfáraszt",-1
"1960","agyonfegyelmez",-1
"1961","agyonfegyelmezett",-1
"1962","agyonfegyverkezte",-1
"1963","agyonfegyverkeztetés",-1
"1964","agyonfélt",-1
"1965","agyonféltett",-1
"1966","agyonfertõzött",-1
"1967","agyonfest",-1
"1968","agyonfestett",-1
"1969","agyonfésül",-1
"1970","agyonfésült",-1
"1971","agyonfeszeget",-1
"1972","agyonfikáz",-1
"1973","agyonfilozofálgat",-1
"1974","agyonfilozofált",-1
"1975","agyonfilterez",-1
"1976","agyonfirkál",-1
"1977","agyonfirkált",-1
"1978","agyonfizet",-1
"1979","agyonfizetve",-1
"1980","agyonflitterez",-1
"1981","agyonfloodol",-1
"1982","agyonfogalmazgatás",-1
"1983","agyonfogdosott",-1
"1984","agyonfokhagymázott",-1
"1985","agyonfoldoz",-1
"1986","agyonfoltozgat",-1
"1987","agyonfoltozott",-1
"1988","agyonforgat",-1
"1989","agyonformalizált",-1
"1990","agyonforralt",-1
"1991","agyonforrasztva",-1
"1992","agyonforráz",-1
"1993","agyonforszírozott",-1
"1994","agyonfotózás",-1
"1995","agyonfõ",-1
"1996","agyonfõz",-1
"1997","agyonfõzés",-1
"1998","agyonfõzöt",-1
"1999","agyonfõzött",-1
"2000","agyonfõzöttség",-1
"2001","agyonfröcsköl",-1
"2002","agyonfrusztrált",-1
"2003","agyonfurkál",-1
"2004","agyonfúrt",-1
"2005","agyonfuttat",-1
"2006","agyonfuttatva",-1
"2007","agyonfüstölt",-1
"2008","agyonfûszerez",-1
"2009","agyonfûszerezhetõ",-1
"2010","agyonfûszerezve",-1
"2011","agyonfût",-1
"2012","agyongányolt",-1
"2013","agyongázol",-1
"2014","agyongázolt",-1
"2015","agyongázolva",-1
"2016","agyongépesít",-1
"2017","agyongéppuskázott",-1
"2018","agyonglobalizált",-1
"2019","agyongondol",-1
"2020","agyongondolkodik",-1
"2021","agyongondolt",-1
"2022","agyongondoltság",-1
"2023","agyongonoszkodja",-1
"2024","agyongonoszkodta",-1
"2025","agyongörcsöl",-1
"2026","agyongraffitizett",-1
"2027","agyongürizõ",-1
"2028","agyongyakorlatozó",-1
"2029","agyongyámolít",-1
"2030","agyongyanúsítgat",-1
"2031","agyongyengítõ",-1
"2032","agyongyepált",-1
"2033","agyongyógyszerez",-1
"2034","agyongyógyszerezve",-1
"2035","agyongyömöszöl",-1
"2036","agyongyömöszölt",-1
"2037","agyongyötör",-1
"2038","agyongyötört",-1
"2039","agyongyötörten",-1
"2040","agyongyötörve",-1
"2041","agyongyötrés",-1
"2042","agyongyötrõ",-1
"2043","agyongyúr",-1
"2044","agyongyúrva",-1
"2045","agyongyûr",-1
"2046","agyongyürködni",-1
"2047","agyongyûrött",-1
"2048","agyongyûrt",-1
"2049","agyonhabart",-1
"2050","agyonhagsúlyoz",-1
"2051","agyonhajigál",-1
"2052","agyonhajlított",-1
"2053","agyonhájpolt",-1
"2054","agyonhajszol",-1
"2055","agyonhajszolás",-1
"2056","agyonhajszoló",-1
"2057","agyonhajszolt",-1
"2058","agyonhajszoltan",-1
"2059","agyonhajszoltság",-1
"2060","agyonhajszolva",-1
"2061","agyonhajt",-1
"2062","agyonhajtás",-1
"2063","agyonhajtogat",-1
"2064","agyonhajtogatott",-1
"2065","agyonhajtva",-1
"2066","agyonhallgatási",-1
"2067","agyonhallgató",-1
"2068","agyonhamisított",-1
"2069","agyonhangoztatott",-1
"2070","agyonhangsúlyoz",-1
"2071","agyonhangsúlyozás",-1
"2072","agyonhangsúlyozottan",-1
"2073","agyonharapdál",-1
"2074","agyonharapdált",-1
"2075","agyonhasználtan",-1
"2076","agyonhasználva",-1
"2077","agyonhazudozott",-1
"2078","agyonheroizálás",-1
"2079","agyonhibridizál",-1
"2080","agyonhidrogéneztetett",-1
"2081","agyonhínározott",-1
"2082","agyonhistorizálják",-1
"2083","agyonhiszterizált",-1
"2084","agyonhízeleg",-1
"2085","agyonhormonoz",-1
"2086","agyonhugyozott",-1
"2087","agyonhurbolt",-1
"2088","agyonhuzalozott",-1
"2089","agyonhûtött",-1
"2090","agyonhypeolt",-1
"2091","agyonideologizál",-1
"2092","agyonideologizált",-1
"2093","agyonideologizáltság",-1
"2094","agyonidéz",-1
"2095","agyonidézgetett",-1
"2096","agyoningerelt",-1
"2097","agyonintellektualizált",-1
"2098","agyonintellektualizáltnak",-1
"2099","agyonintellektualizálva",-1
"2100","agyoniparosított",-1
"2101","agyonistenít",-1
"2102","agyonistenített",-1
"2103","agyonitat",-1
"2104","agyonízesített",-1
"2105","agyonizgul",-1
"2106","agyonizgulják",-1
"2107","agyonizmosít",-1
"2108","agyonizzadt",-1
"2109","agyonjátsza",-1
"2110","agyonjátszás",-1
"2111","agyonjátszatott",-1
"2112","agyonjátszik",-1
"2113","agyonjátszott",-1
"2114","agyonjátszottság",-1
"2115","agyonjátsszatták",-1
"2116","agyonjavítgatott",-1
"2117","agyonjavított",-1
"2118","agyonjegez",-1
"2119","agyonkábelezve",-1
"2120","agyonkábítószerezett",-1
"2121","agyonkábított",-1
"2122","agyonkaproz",-1
"2123","agyonkarcol",-1
"2124","agyonkarcolgat",-1
"2125","agyonkarcolt",-1
"2126","agyonkarmol",-1
"2127","agyonkarmolászva",-1
"2128","agyonkarmolt",-1
"2129","agyonkaszabolt",-1
"2130","agyonkefélt",-1
"2131","agyonkemikáliázott",-1
"2132","agyonkencézés",-1
"2133","agyonkerekített",-1
"2134","agyonkezel",-1
"2135","agyonkezelt",-1
"2136","agyonkínálgat",-1
"2137","agyonkínoz",-1
"2138","agyonkínozva",-1
"2139","agyonkínzás",-1
"2140","agyonkínzott",-1
"2141","agyonklóroz",-1
"2142","agyonkombinál",-1
"2143","agyonkommercializálódott",-1
"2144","agyonkommunikált",-1
"2145","agyonkomplikál",-1
"2146","agyonkomplikálódik",-1
"2147","agyonkomplikált",-1
"2148","agyonkomplikálva",-1
"2149","agyonkomponálva",-1
"2150","agyonkomputerizál",-1
"2151","agyonkomputerizált",-1
"2152","agyonkopírozott",-1
"2153","agyonkoplal",-1
"2154","agyonkoplaltat",-1
"2155","agyonkopott",-1
"2156","agyonkopottság",-1
"2157","agyonkoptat",-1
"2158","agyonkoptatott",-1
"2159","agyonkorbácsol",-1
"2160","agyonkorbácsolt",-1
"2161","agyonkoreografált",-1
"2162","agyonkormolódik",-1
"2163","agyonkoxolja",-1
"2164","agyonkoxolt",-1
"2165","agyonkoxoltad",-1
"2166","agyonkozmetikázott",-1
"2167","agyonködösített",-1
"2168","agyonkölniz",-1
"2169","agyonköpköd",-1
"2170","agyonköszörül",-1
"2171","agyonköszörülve",-1
"2172","agyonkövez",-1
"2173","agyonkövezés",-1
"2174","agyonköveztet",-1
"2175","agyonköveztetés",-1
"2176","agyonköveztetett",-1
"2177","agyonkövezve",-1
"2178","agyonkrémezve",-1
"2179","agyonkritizál",-1
"2180","agyonkritizáló",-1
"2181","agyonkritizált",-1
"2182","agyonkrómoz",-1
"2183","agyonkulturált",-1
"2184","agyonkutatott",-1
"2185","agyonlágyítottt",-1
"2186","agyonlakkozott",-1
"2187","agyonlaminált",-1
"2188","agyonlapít",-1
"2189","agyonlapítás",-1
"2190","agyonlátogatott",-1
"2191","agyonlegeltet",-1
"2192","agyonlegeltetés",-1
"2193","agyonlektorált",-1
"2194","agyonlelkizõs",-1
"2195","agyonliheg",-1
"2196","agyonlobogóz",-1
"2197","agyonlobogózás",-1
"2198","agyonlocsol",-1
"2199","agyonlocsolás",-1
"2200","agyonlocsolva",-1
"2201","agyonlõ",-1
"2202","agyonlõdöz",-1
"2203","agyonlõhetõ",-1
"2204","agyonlõtt",-1
"2205","agyonlõve",-1
"2206","agyonlövendõ",-1
"2207","agyonlövés",-1
"2208","agyonlövési",-1
"2209","agyonlövet",-1
"2210","agyonlövetés",-1
"2211","agyonlövetési",-1
"2212","agyonlövetett",-1
"2213","agyonlövettetés",-1
"2214","agyonlövettetett",-1
"2215","agyonlövetve",-1
"2216","agyonlövõs",-1
"2217","agyonlövött",-1
"2218","agyonlyuggat",-1
"2219","agyonmagasztal",-1
"2220","agyonmagasztalás",-1
"2221","agyonmagyaráz",-1
"2222","agyonmagyarázás",-1
"2223","agyonmagyarázó",-1
"2224","agyonmagyarázott",-1
"2225","agyonmagyarázva",-1
"2226","agyonmajmolt",-1
"2227","agyonmanipulál",-1
"2228","agyonmanipulált",-1
"2229","agyonmanipulálva",-1
"2230","agyonmar",-1
"2231","agyonmarat",-1
"2232","agyonmarketingelt",-1
"2233","agyonmarketingez",-1
"2234","agyonmarkolászik",-1
"2235","agyonmásol",-1
"2236","agyonmásolgatott",-1
"2237","agyonmaszatol",-1
"2238","agyonmaszkírozott",-1
"2239","agyonmatricázott",-1
"2240","agyonmázolt",-1
"2241","agyonmázolva",-1
"2242","agyonmenedzselés",-1
"2243","agyonmenedzselt",-1
"2244","agyonmisztifikál",-1
"2245","agyonmisztifikált",-1
"2246","agyonmixel",-1
"2247","agyonmoderálva",-1
"2248","agyonmodernizál",-1
"2249","agyonmódosítva",-1
"2250","agyonmos",-1
"2251","agyonmosott",-1
"2252","agyonmosottság",-1
"2253","agyonmutogatott",-1
"2254","agyonmûtrágyázott",-1
"2255","agyonnevelt",-1
"2256","agyonnézett",-1
"2257","agyonolajoz",-1
"2258","agyonolvas",-1
"2259","agyonolvasás",-1
"2260","agyonolvasott",-1
"2261","agyonolvasva",-1
"2262","agyonoperált",-1
"2263","agyonoptimalizál",-1
"2264","agyonoptimalizált",-1
"2265","agyonóvatoskodás",-1
"2266","agyonölel",-1
"2267","agyonölelve",-1
"2268","agyonöltöztet",-1
"2269","agyonöltöztetés",-1
"2270","agyonöltöztetett",-1
"2271","agyonöltöztetettség",-1
"2272","agyonömlengi",-1
"2273","agyonöntött",-1
"2274","agyonöntöz",-1
"2275","agyonpakol",-1
"2276","agyonpakolva",-1
"2277","agyonpamacsolt",-1
"2278","agyonpáncéloz",-1
"2279","agyonpáncélozott",-1
"2280","agyonpáncélozva",-1
"2281","agyonpaprikázott",-1
"2282","agyonparaméterezhetõ",-1
"2283","agyonparaméterezve",-1
"2284","agyonparázik",-1
"2285","agyonparodizált",-1
"2286","agyonpatchelt",-1
"2287","agyonpénzel",-1
"2288","agyonpénzelve",-1
"2289","agyonpepecselje",-1
"2290","agyonpermetez",-1
"2291","agyonperzsel",-1
"2292","agyonphotoshoppolt",-1
